2.66666615	2.66666615	2.66666707	2.66666679	2.66666679	2.66666695	2.66666697	2.66666696	2.66666695	2.66666693	2.66666697	2.66666706	2.66666706	2.66666696	2.66666709	2.66666715	2.66666709	2.66666719	2.66666722	2.66666728	2.66666734	2.66666735	2.66666736	2.66666734	2.66666728	2.66666711	2.66666714	2.66666773	2.66666773	2.66666773	
2.66666615	2.64933440	2.64946090	2.64947496	2.64957297	2.64959707	2.64960810	2.64972244	2.64974779	2.64977396	2.64975878	2.64976660	2.64982053	2.64981378	2.64979634	2.64963439	2.64954587	2.64939671	2.64945854	2.64927018	2.64910327	2.64916878	2.64889755	2.64885716	2.64872836	2.64861195	2.64857689	2.64871320	2.64915478	2.66666773	
2.66666705	2.64951687	2.64952256	2.64945348	2.64948304	2.64951519	2.64950891	2.64958932	2.64948219	2.64946279	2.64953738	2.64947502	2.64935720	2.64951061	2.64951198	2.64921079	2.64924763	2.64919883	2.64938681	2.64912573	2.64924384	2.64943123	2.64911537	2.64917846	2.64911400	2.64903969	2.64904125	2.64888805	2.64928410	2.66666767	
2.66666655	2.64949691	2.64964520	2.64937327	2.65037082	2.65067495	2.65021456	2.65014790	2.64997148	2.64978963	2.64970484	2.64961557	2.64958352	2.64972891	2.64985926	2.64911000	2.64982003	2.64992014	2.65007233	2.64986638	2.65022732	2.65046885	2.65039003	2.65050576	2.65079104	2.65035073	2.64914621	2.64897562	2.64938987	2.66666688	
2.66666634	2.64944092	2.65065024	2.64953759	2.64732209	2.64915256	2.64859806	2.64866759	2.64899061	2.64843677	2.64861091	2.64843241	2.64824191	2.64867552	2.65142328	2.64964746	2.64694418	2.64866821	2.64905861	2.64851428	2.64853341	2.64902778	2.64935531	2.64882872	2.64775565	2.64899809	2.64983090	2.64907801	2.64938904	2.66666675	
2.66666633	2.64945176	2.65061271	2.64978732	2.64502652	2.64640663	2.64786344	2.64656908	2.64821308	2.64787822	2.64855631	2.64876212	2.64731938	2.64812571	2.65164310	2.65043520	2.64602132	2.64717476	2.64789651	2.64791272	2.64675554	2.64733726	2.64765564	2.64715235	2.64530305	2.64652389	2.64939997	2.64903883	2.64934977	2.66666675	
2.66666634	2.64942396	2.65051563	2.64987808	2.64710930	2.64809770	2.64990793	2.64876917	2.64916603	2.64893783	2.64929789	2.64870153	2.64870936	2.64927315	2.65163691	2.65031971	2.64761275	2.64923881	2.64910918	2.64948476	2.64812189	2.64883080	2.64864279	2.64851461	2.64743770	2.64787029	2.64955353	2.64895515	2.64916750	2.66666676	
2.66666634	2.64937595	2.65066575	2.65000624	2.64702438	2.64876588	2.64996535	2.64875893	2.64951732	2.64902262	2.64931533	2.64897994	2.64776576	2.64945808	2.65167585	2.65024769	2.64748926	2.64980025	2.65046364	2.65012638	2.64806472	2.64850547	2.64869895	2.64839693	2.64771186	2.64701828	2.64943198	2.64898929	2.64913600	2.66666677	
2.66666637	2.64936267	2.65055888	2.64999160	2.64583209	2.64722514	2.64821288	2.64622997	2.64790606	2.64795894	2.64822050	2.64812750	2.64588847	2.64864705	2.65138341	2.65053718	2.64586893	2.64679216	2.64862125	2.64945554	2.64693197	2.64765609	2.64720944	2.64760529	2.64807151	2.64724994	2.64914857	2.64904584	2.64906008	2.66666679	
2.66666654	2.64950806	2.64942218	2.64953928	2.65024221	2.65037215	2.64959080	2.65119701	2.65076359	2.65078247	2.65093319	2.65135884	2.65132322	2.65080505	2.64947555	2.65008333	2.65021837	2.65052865	2.65010992	2.65097721	2.65007443	2.65055350	2.64978456	2.65009708	2.65033077	2.65033355	2.64894335	2.64894109	2.64913387	2.66666690	
2.66666654	2.64957599	2.64956748	2.64929049	2.65144068	2.65228857	2.65196560	2.65289283	2.65171275	2.65264435	2.65227067	2.65128966	2.65200935	2.65147539	2.65018783	2.64922998	2.65162074	2.65194894	2.65171082	2.65109585	2.65139838	2.65202928	2.65168037	2.65139490	2.65171390	2.65192118	2.64954919	2.64911679	2.64922672	2.66666688	
2.66666634	2.64933671	2.65088590	2.64983935	2.64469252	2.64863794	2.64919256	2.64676245	2.64908271	2.64814330	2.64863062	2.64845621	2.64842650	2.64829088	2.65091099	2.64956974	2.64777712	2.64828239	2.64858154	2.64735986	2.64617330	2.64822792	2.64963763	2.64726587	2.64573675	2.64799988	2.65010487	2.64909443	2.64906066	2.66666676	
2.66666632	2.64957261	2.65097239	2.65008263	2.64236169	2.64677571	2.64873854	2.64416166	2.64699529	2.64742415	2.64793843	2.64916433	2.64786238	2.64920544	2.65114265	2.65051907	2.64577275	2.64783981	2.65034842	2.64970543	2.64480658	2.64601861	2.64999441	2.64848565	2.64124726	2.64434989	2.64973228	2.64896044	2.64903874	2.66666675	
2.66666634	2.64971320	2.65067027	2.65037723	2.64476118	2.64820766	2.65019078	2.64693297	2.64914641	2.64845134	2.64855564	2.65105892	2.64835118	2.64906787	2.65146260	2.65084295	2.64683768	2.64899310	2.64967961	2.64900411	2.64949431	2.64882505	2.65099955	2.64976941	2.64578054	2.64835783	2.65025219	2.64893822	2.64886011	2.66666674	
