2.66666667	2.66666673	2.66666680	2.66666679	2.66666679	2.66666676	2.66666673	2.66666672	2.66666671	2.66666671	2.66666672	2.66666672	2.66666673	2.66666673	2.66666673	2.66666674	2.66666674	2.66666675	2.66666676	2.66666676	2.66666676	2.66666675	2.66666673	2.66666672	2.66666672	2.66666671	2.66666670	2.66666669	2.66666669	2.66666670	2.66666671	2.66666670	2.66666669	2.66666670	2.66666671	2.66666670	2.66666669	2.66666668	2.66666666	2.66666664	2.66666661	2.66666662	2.66666662	2.66666661	2.66666659	2.66666658	2.66666658	2.66666658	2.66666658	2.66666657	2.66666656	2.66666653	2.66666650	2.66666651	2.66666651	2.66666651	2.66666650	2.66666649	2.66666648	2.66666646	2.66666644	2.66666646	2.66666648	2.66666647	2.66666647	2.66666649	2.66666651	2.66666650	2.66666648	2.66666648	2.66666648	2.66666646	2.66666644	2.66666650	2.66666655	2.66666654	2.66666654	2.66666653	2.66666651	2.66666651	2.66666650	2.66666650	2.66666650	2.66666648	2.66666646	2.66666650	2.66666654	2.66666656	2.66666658	2.66666655	2.66666653	2.66666655	2.66666658	2.66666656	2.66666655	2.66666656	2.66666657	2.66666655	2.66666653	2.66666656	2.66666659	2.66666655	2.66666651	2.66666654	2.66666656	2.66666656	2.66666657	2.66666655	2.66666653	2.66666656	2.66666660	2.66666661	2.66666661	2.66666661	2.66666661	2.66666659	2.66666658	2.66666660	2.66666662	2.66666662	2.66666661	2.66666662	2.66666663	2.66666663	2.66666664	2.66666666	2.66666668	2.66666666	2.66666663	2.66666666	2.66666668	2.66666668	2.66666668	2.66666668	2.66666667	2.66666666	2.66666665	2.66666666	2.66666666	2.66666667	2.66666667	2.66666668	2.66666668	2.66666669	2.66666670	2.66666670	2.66666671	2.66666670	2.66666670	2.66666669	2.66666669	2.66666669	2.66666669	2.66666669	2.66666669	2.66666669	2.66666669	2.66666670	2.66666672	2.66666678	2.66666685	2.66666686	2.66666687	2.66666677	2.66666667	
2.66666673	2.66145375	2.65624077	2.65628858	2.65633639	2.65643203	2.65652767	2.65663465	2.65674162	2.65707110	2.65740058	2.65746134	2.65752210	2.65760885	2.65769561	2.65772142	2.65774723	2.65780869	2.65787016	2.65765298	2.65743581	2.65746286	2.65748990	2.65747878	2.65746766	2.65767105	2.65787443	2.65823844	2.65860245	2.65839695	2.65819146	2.65845077	2.65871009	2.65816717	2.65762425	2.65705673	2.65648922	2.65688405	2.65727888	2.65760438	2.65792987	2.65735941	2.65678895	2.65719699	2.65760503	2.65778975	2.65797448	2.65743673	2.65689897	2.65665698	2.65641499	2.65749776	2.65858054	2.65798280	2.65738507	2.65717216	2.65695924	2.65673323	2.65650723	2.65621387	2.65592051	2.65511130	2.65430209	2.65524590	2.65618971	2.65615834	2.65612697	2.65674400	2.65736104	2.65673296	2.65610488	2.65753095	2.65895703	2.65709811	2.65523919	2.65546141	2.65568363	2.65521077	2.65473790	2.65670029	2.65866268	2.65656277	2.65446287	2.65675284	2.65904283	2.65864652	2.65825020	2.65708225	2.65591430	2.65648207	2.65704984	2.65504092	2.65303200	2.65540998	2.65778796	2.65743649	2.65708502	2.65773011	2.65837520	2.65692589	2.65547657	2.65633689	2.65719722	2.65589166	2.65458609	2.65369947	2.65281285	2.65549502	2.65817719	2.65684246	2.65550774	2.65587712	2.65624650	2.65613809	2.65602969	2.65725936	2.65848903	2.65724752	2.65600601	2.65631497	2.65662393	2.65659013	2.65655632	2.65688615	2.65721598	2.65650592	2.65579586	2.65699757	2.65819928	2.65784262	2.65748597	2.65730046	2.65711495	2.65693536	2.65675576	2.65737054	2.65798531	2.65787908	2.65777284	2.65781126	2.65784968	2.65744511	2.65704053	2.65734994	2.65765935	2.65722102	2.65678269	2.65683558	2.65688847	2.65735015	2.65781182	2.65802058	2.65822933	2.65808077	2.65793220	2.65802403	2.65811586	2.65809160	2.65806734	2.65806695	2.65806656	2.65815010	2.65823365	2.66245021	2.66666677	
2.66666680	2.65624077	2.64581474	2.64591036	2.64600599	2.64619730	2.64638861	2.64660257	2.64681653	2.64747549	2.64813445	2.64825595	2.64837746	2.64855098	2.64872449	2.64877610	2.64882771	2.64895063	2.64907355	2.64863921	2.64820486	2.64825897	2.64831307	2.64829084	2.64826861	2.64867538	2.64908216	2.64981018	2.65053820	2.65012720	2.64971621	2.65023484	2.65075348	2.64966763	2.64858178	2.64744677	2.64631175	2.64710142	2.64789110	2.64854212	2.64919314	2.64805221	2.64691128	2.64772737	2.64854347	2.64891292	2.64928238	2.64820687	2.64713136	2.64664739	2.64616341	2.64832899	2.65049457	2.64929910	2.64810363	2.64767780	2.64725198	2.64679998	2.64634798	2.64576128	2.64517458	2.64355614	2.64193770	2.64382532	2.64571295	2.64565019	2.64558742	2.64682151	2.64805560	2.64679945	2.64554329	2.64839545	2.65124761	2.64752972	2.64381183	2.64425628	2.64470072	2.64375501	2.64280929	2.64673408	2.65065886	2.64645905	2.64225923	2.64683921	2.65141919	2.65062653	2.64983387	2.64749795	2.64516203	2.64629759	2.64743314	2.64341528	2.63939742	2.64415340	2.64890937	2.64820642	2.64750347	2.64879367	2.65008387	2.64718521	2.64428655	2.64600723	2.64772792	2.64511677	2.64250563	2.64073238	2.63895913	2.64432350	2.64968786	2.64701837	2.64434887	2.64508763	2.64582639	2.64560957	2.64539276	2.64785213	2.65031149	2.64782844	2.64534539	2.64596333	2.64658126	2.64651364	2.64644602	2.64710567	2.64776533	2.64634518	2.64492503	2.64732848	2.64973193	2.64901859	2.64830525	2.64793424	2.64756322	2.64720404	2.64684486	2.64807441	2.64930397	2.64909149	2.64887902	2.64895586	2.64903270	2.64822354	2.64741438	2.64803320	2.64865201	2.64777534	2.64689867	2.64700446	2.64711025	2.64803360	2.64895694	2.64937446	2.64979198	2.64949485	2.64919772	2.64938137	2.64956503	2.64951650	2.64946796	2.64946712	2.64946628	2.64963335	2.64980042	2.65823365	2.66666687	
2.66666680	2.65617267	2.64567853	2.64575373	2.64582892	2.64596624	2.64610355	2.64643074	2.64675793	2.64711811	2.64747830	2.64760041	2.64772251	2.64783355	2.64794458	2.64831446	2.64868434	2.64852255	2.64836076	2.64818929	2.64801783	2.64813871	2.64825960	2.64861975	2.64897989	2.64946165	2.64994342	2.64926219	2.64858097	2.64876735	2.64895373	2.64940197	2.64985020	2.64891805	2.64798589	2.64682225	2.64565862	2.64728107	2.64890353	2.64908610	2.64926867	2.64885670	2.64844473	2.64916180	2.64987888	2.64979220	2.64970552	2.64831055	2.64691557	2.64634742	2.64577926	2.64780619	2.64983312	2.64938794	2.64894276	2.64759551	2.64624827	2.64663351	2.64701876	2.64586426	2.64470975	2.64438749	2.64406523	2.64270833	2.64135143	2.64434346	2.64733550	2.64672216	2.64610881	2.64648007	2.64685133	2.64701378	2.64717623	2.64659654	2.64601684	2.64507232	2.64412781	2.64360050	2.64307320	2.64562088	2.64816855	2.64670689	2.64524522	2.64362182	2.64199841	2.64436776	2.64673712	2.64710945	2.64748180	2.64660599	2.64573018	2.64436355	2.64299692	2.64657179	2.65014667	2.64999738	2.64984810	2.64872255	2.64759699	2.64669087	2.64578475	2.64647257	2.64716040	2.64471236	2.64226432	2.63965924	2.63705417	2.64284156	2.64862895	2.64685745	2.64508594	2.64610784	2.64712973	2.64718145	2.64723318	2.64761440	2.64799563	2.64592007	2.64384451	2.64371794	2.64359137	2.64530756	2.64702375	2.64693848	2.64685322	2.64631754	2.64578186	2.64750791	2.64923396	2.64864582	2.64805767	2.64774717	2.64743666	2.64699454	2.64655241	2.64779847	2.64904452	2.64877886	2.64851320	2.64872388	2.64893456	2.64839588	2.64785721	2.64828404	2.64871088	2.64799298	2.64727508	2.64719208	2.64710907	2.64811983	2.64913058	2.64898670	2.64884282	2.64879537	2.64874793	2.64890357	2.64905923	2.64921663	2.64937404	2.64929671	2.64921937	2.64938391	2.64954843	2.65810765	2.66666686	
2.66666680	2.65610456	2.64554232	2.64559709	2.64565185	2.64573517	2.64581850	2.64625891	2.64669932	2.64676073	2.64682215	2.64694486	2.64706757	2.64711612	2.64716467	2.64785282	2.64854097	2.64809446	2.64764796	2.64773938	2.64783079	2.64801846	2.64820613	2.64894865	2.64969117	2.65024792	2.65080467	2.64871421	2.64662375	2.64740749	2.64819124	2.64856909	2.64894693	2.64816846	2.64738999	2.64619774	2.64500548	2.64746073	2.64991597	2.64963009	2.64934420	2.64966118	2.64997817	2.65059623	2.65121429	2.65067148	2.65012867	2.64841422	2.64669978	2.64604744	2.64539511	2.64728339	2.64917168	2.64947678	2.64978188	2.64751322	2.64524455	2.64646705	2.64768955	2.64596723	2.64424491	2.64521883	2.64619275	2.64159133	2.63698991	2.64303674	2.64908358	2.64662280	2.64416203	2.64616069	2.64815936	2.64563210	2.64310485	2.64566335	2.64822185	2.64588837	2.64355489	2.64344600	2.64333711	2.64450768	2.64567825	2.64695473	2.64823121	2.64040442	2.63257763	2.63810900	2.64364036	2.64672096	2.64980156	2.64691439	2.64402723	2.64531182	2.64659642	2.64899019	2.65138396	2.65178834	2.65219273	2.64865142	2.64511012	2.64619653	2.64728294	2.64693791	2.64659288	2.64430794	2.64202301	2.63858611	2.63514921	2.64135962	2.64757004	2.64669653	2.64582302	2.64712804	2.64843306	2.64875332	2.64907359	2.64737668	2.64567976	2.64401170	2.64234363	2.64147256	2.64060149	2.64410149	2.64760148	2.64677129	2.64594110	2.64628989	2.64663869	2.64768734	2.64873599	2.64827304	2.64781009	2.64756010	2.64731011	2.64678504	2.64625997	2.64752253	2.64878508	2.64846623	2.64814738	2.64849190	2.64883642	2.64856822	2.64830003	2.64853489	2.64876975	2.64821062	2.64765150	2.64737970	2.64710790	2.64820607	2.64930423	2.64859894	2.64789365	2.64809589	2.64829813	2.64842577	2.64855342	2.64891677	2.64928012	2.64912629	2.64897247	2.64913446	2.64929645	2.65798165	2.66666686	
2.66666679	2.65611985	2.64557290	2.64558555	2.64559820	2.64553094	2.64546368	2.64551130	2.64555891	2.64582611	2.64609330	2.64616540	2.64623751	2.64643154	2.64662558	2.64694821	2.64727083	2.64734333	2.64741582	2.64731762	2.64721942	2.64765107	2.64808272	2.64858174	2.64908076	2.64930795	2.64953513	2.64879877	2.64806240	2.64879975	2.64953710	2.64915252	2.64876795	2.64806955	2.64737116	2.64748608	2.64760100	2.64923588	2.65087076	2.65039300	2.64991524	2.64983498	2.64975471	2.65040612	2.65105753	2.65023987	2.64942221	2.64821867	2.64701513	2.64712105	2.64722696	2.64836085	2.64949474	2.64863414	2.64777353	2.64476569	2.64175785	2.64294898	2.64414011	2.64542512	2.64671012	2.64566203	2.64461393	2.64222372	2.63983349	2.64412666	2.64841982	2.64676667	2.64511351	2.64328026	2.64144700	2.64398186	2.64651672	2.64789076	2.64926480	2.64647491	2.64368502	2.64163631	2.63958760	2.64368559	2.64778359	2.64752599	2.64726838	2.64375002	2.64023166	2.64378635	2.64734104	2.64899411	2.65064719	2.64610909	2.64157098	2.64254444	2.64351790	2.64769619	2.65187448	2.65084554	2.64981659	2.64853323	2.64724987	2.64732388	2.64739788	2.64734031	2.64728273	2.64402660	2.64077047	2.64074407	2.64071766	2.64438502	2.64805236	2.64813116	2.64820996	2.64720037	2.64619078	2.64687324	2.64755570	2.64702378	2.64649185	2.64466583	2.64283981	2.64157508	2.64031034	2.64434988	2.64838941	2.64739152	2.64639363	2.64712732	2.64786101	2.64775266	2.64764431	2.64791202	2.64817973	2.64736394	2.64654815	2.64650956	2.64647097	2.64736315	2.64825533	2.64851033	2.64876533	2.64823508	2.64770483	2.64788271	2.64806058	2.64813727	2.64821396	2.64774070	2.64726744	2.64674904	2.64623065	2.64705839	2.64788612	2.64743917	2.64699222	2.64732008	2.64764794	2.64743590	2.64722386	2.64810554	2.64898721	2.64891928	2.64885136	2.64896228	2.64907319	2.65787002	2.66666684	
2.66666678	2.65613513	2.64560348	2.64557402	2.64554456	2.64532671	2.64510886	2.64476368	2.64441850	2.64489148	2.64536445	2.64538595	2.64540744	2.64574696	2.64608649	2.64604359	2.64600069	2.64659219	2.64718369	2.64689587	2.64660805	2.64728368	2.64795931	2.64821483	2.64847035	2.64836798	2.64826560	2.64888332	2.64950105	2.65019201	2.65088296	2.64973597	2.64858897	2.64797065	2.64735232	2.64877442	2.65019652	2.65101104	2.65182556	2.65115592	2.65048629	2.65000877	2.64953125	2.65021601	2.65090077	2.64980826	2.64871576	2.64802312	2.64733048	2.64819465	2.64905882	2.64943831	2.64981780	2.64779149	2.64576518	2.64201817	2.63827116	2.63943092	2.64059068	2.64488300	2.64917533	2.64610522	2.64303512	2.64285610	2.64267708	2.64521658	2.64775607	2.64691053	2.64606499	2.64039982	2.63473465	2.64233162	2.64992860	2.65011818	2.65030775	2.64706146	2.64381516	2.63982662	2.63583808	2.64286351	2.64988893	2.64809724	2.64630555	2.64709562	2.64788569	2.64946370	2.65104171	2.65126727	2.65149283	2.64530378	2.63911473	2.63977706	2.64043939	2.64640220	2.65236500	2.64990273	2.64744046	2.64841505	2.64938963	2.64845123	2.64751282	2.64774270	2.64797258	2.64374525	2.63951793	2.64290202	2.64628612	2.64741041	2.64853469	2.64956580	2.65059691	2.64727270	2.64394850	2.64499315	2.64603781	2.64667087	2.64730394	2.64531997	2.64333599	2.64167759	2.64001920	2.64459826	2.64917733	2.64801174	2.64684616	2.64796474	2.64908333	2.64781798	2.64655264	2.64755100	2.64854937	2.64716778	2.64578620	2.64623408	2.64668197	2.64720377	2.64772558	2.64855443	2.64938328	2.64797826	2.64657325	2.64719719	2.64782113	2.64773965	2.64765817	2.64727078	2.64688339	2.64611839	2.64535339	2.64591070	2.64646802	2.64627941	2.64609079	2.64654427	2.64699774	2.64644602	2.64589430	2.64729430	2.64869430	2.64871227	2.64873025	2.64879009	2.64884994	2.65775838	2.66666681	
2.66666678	2.65612914	2.64559150	2.64552746	2.64546342	2.64512794	2.64479246	2.64693062	2.64906877	2.64920025	2.64933173	2.64947425	2.64961678	2.65006106	2.65050534	2.65038340	2.65026145	2.64805608	2.64585070	2.64645798	2.64706526	2.64901525	2.65096524	2.65127877	2.65159231	2.65146437	2.65133643	2.65210626	2.65287608	2.65303774	2.65319941	2.64987190	2.64654440	2.64721079	2.64787719	2.65004098	2.65220477	2.65296066	2.65371655	2.65349650	2.65327645	2.65334583	2.65341520	2.65371055	2.65400590	2.65048606	2.64696621	2.64801283	2.64905944	2.65035581	2.65165219	2.65168801	2.65172384	2.65127624	2.65082864	2.64975930	2.64868996	2.64837245	2.64805494	2.64795500	2.64785506	2.64695826	2.64606146	2.64830096	2.65054045	2.65046859	2.65039673	2.65170842	2.65302012	2.65038435	2.64774858	2.65042791	2.65310724	2.65112355	2.64913987	2.64787652	2.64661317	2.64438075	2.64214832	2.64727072	2.65239310	2.65163059	2.65086807	2.65160117	2.65233428	2.65363454	2.65493480	2.65025576	2.64557671	2.64475195	2.64392719	2.64558134	2.64723548	2.65116035	2.65508520	2.65371310	2.65234098	2.65288614	2.65343129	2.65299241	2.65255352	2.65010444	2.64765535	2.64501033	2.64236532	2.64656577	2.65076621	2.65127998	2.65179375	2.65148935	2.65118494	2.65028935	2.64939375	2.65044693	2.65150011	2.64853587	2.64557164	2.64449272	2.64341380	2.64447968	2.64554555	2.64858442	2.65162329	2.65146238	2.65130149	2.65200634	2.65271119	2.65141323	2.65011527	2.64873585	2.64735644	2.64670298	2.64604952	2.64801533	2.64998113	2.65079502	2.65160891	2.65169311	2.65177730	2.65136743	2.65095755	2.65104363	2.65112970	2.64971116	2.64829261	2.64770555	2.64711849	2.64852010	2.64992172	2.64941873	2.64891575	2.64969412	2.65047250	2.65065027	2.65082804	2.65041195	2.64999586	2.64968872	2.64938159	2.64901469	2.64864778	2.64869692	2.64874607	2.65770645	2.66666683	
2.66666679	2.65612315	2.64557952	2.64548090	2.64538228	2.64492917	2.64447606	2.64909755	2.65371904	2.65350902	2.65329901	2.65356256	2.65382611	2.65437514	2.65492418	2.65472320	2.65452222	2.64951997	2.64451771	2.64602008	2.64752246	2.65074681	2.65397117	2.65434272	2.65471426	2.65456076	2.65440726	2.65532919	2.65625112	2.65588348	2.65551585	2.65000784	2.64449983	2.64645094	2.64840205	2.65130753	2.65421301	2.65491027	2.65560754	2.65583707	2.65606661	2.65668288	2.65729916	2.65720510	2.65711104	2.65116385	2.64521666	2.64800253	2.65078840	2.65251698	2.65424555	2.65393771	2.65362987	2.65476099	2.65589210	2.65750043	2.65910875	2.65731398	2.65551920	2.65102700	2.64653479	2.64781130	2.64908781	2.65374582	2.65840382	2.65572060	2.65303739	2.65650632	2.65997525	2.66036888	2.66076251	2.65852420	2.65628588	2.65212893	2.64797199	2.64869158	2.64941118	2.64893488	2.64845857	2.65167792	2.65489728	2.65516393	2.65543058	2.65610672	2.65678287	2.65780538	2.65882790	2.64924425	2.63966060	2.64420013	2.64873966	2.65138562	2.65403158	2.65591849	2.65780541	2.65752346	2.65724151	2.65735724	2.65747296	2.65753359	2.65759422	2.65246617	2.64733812	2.64627541	2.64521270	2.65022950	2.65524631	2.65514956	2.65505282	2.65341290	2.65177298	2.65330599	2.65483899	2.65590070	2.65696241	2.65040087	2.64383933	2.64366547	2.64349162	2.64728176	2.65107191	2.65257058	2.65406924	2.65491302	2.65575681	2.65604793	2.65633905	2.65500847	2.65367789	2.64992070	2.64616351	2.64623818	2.64631284	2.64979657	2.65328030	2.65438628	2.65549225	2.65483178	2.65417132	2.65475659	2.65534186	2.65489007	2.65443827	2.65168267	2.64892706	2.64814032	2.64735358	2.65092181	2.65449004	2.65292676	2.65136347	2.65310884	2.65485421	2.65475627	2.65465834	2.65437788	2.65409742	2.65208315	2.65006888	2.64931710	2.64856532	2.64860375	2.64864219	2.65765451	2.66666684	
2.66666681	2.65615561	2.64564441	2.64548477	2.64532514	2.64456148	2.64379783	2.64855717	2.65331653	2.65328133	2.65324613	2.65337926	2.65351239	2.65384570	2.65417901	2.65434034	2.65450168	2.65004114	2.64558061	2.64593770	2.64629480	2.65014257	2.65399034	2.65393013	2.65386992	2.65341615	2.65296239	2.65441489	2.65586739	2.65564687	2.65542635	2.65039671	2.64536706	2.64680032	2.64823357	2.65145281	2.65467205	2.65441068	2.65414931	2.65453024	2.65491117	2.65581381	2.65671645	2.65666908	2.65662171	2.65161556	2.64660940	2.64863884	2.65066827	2.65190911	2.65314995	2.65407435	2.65499876	2.65514201	2.65528525	2.65581521	2.65634517	2.65657131	2.65679745	2.65132078	2.64584410	2.64735264	2.64886120	2.65162625	2.65439129	2.65412983	2.65386837	2.65574727	2.65762618	2.65866511	2.65970404	2.65860209	2.65750013	2.65300478	2.64850944	2.64822011	2.64793077	2.65033763	2.65274448	2.65436336	2.65598225	2.65609653	2.65621081	2.65705897	2.65790712	2.65837445	2.65884178	2.65073735	2.64263292	2.64544379	2.64825467	2.65145096	2.65464724	2.65511816	2.65558908	2.65562009	2.65565110	2.65667016	2.65768923	2.65815791	2.65862659	2.65087314	2.64311970	2.64491209	2.64670447	2.65000775	2.65331102	2.65138314	2.64945525	2.65079262	2.65212998	2.65332196	2.65451393	2.65564469	2.65677546	2.65081139	2.64484732	2.64548332	2.64611932	2.64964316	2.65316701	2.65424559	2.65532417	2.65538564	2.65544710	2.65582675	2.65620640	2.65583727	2.65546813	2.65124170	2.64701529	2.64744842	2.64788156	2.65101978	2.65415801	2.65441498	2.65467195	2.65411897	2.65356599	2.65427106	2.65497614	2.65502534	2.65507453	2.65174062	2.64840672	2.64791386	2.64742100	2.65067626	2.65393152	2.65320189	2.65247227	2.65309766	2.65372306	2.65412619	2.65452933	2.65472912	2.65492892	2.65228824	2.64964757	2.64923999	2.64883241	2.64883615	2.64883989	2.65775338	2.66666687	
